Truckstop Name,Address,City,State,Retail Price
TA SAN ANTONIO TRAVELCENTER,"I-10 & FOSTER RD, EXIT 583",San Antonio,TX,3.20733333
CIRCLE K #2723654,US-431,Boaz,AL,3.519
CALERA CHEVRON,SR-25,Calera,AL,3.199
Double Bees #109,"I-40, EXIT 183",Carlisle,AR,3.139
MAGNOLIA TRAVEL CENTER,US-82 & US-371,Magnolia,AR,3.599
71 EXPRESS,US-71,Mansfield,AR,3.33233333
CIRCLE K #2706345,"I-30, EXIT 2",Texarkana,AR,3.479
PILOT TRAVEL CENTER #180,"I-40, EXIT 185",Bellemont,AZ,3.609
PILOT TRAVEL CENTERS #180,"I-40, EXIT 185",Bellemont,AZ,3.639
E-Z MART #4437,US-71,Boles,AR,3.299
LOVES TRAVEL STOP #460,"I-10, EXIT 302",Benson,AZ,3.279
PILOT #1175,"I-17, EXIT 262 & SR-69",Mayer,AZ,3.699
PILOT TRAVEL CENTER #1175,"I-17, EXIT 262 & SR-69",Mayer,AZ,3.6915
CIRCLE K #2744074,"I-270/US-36, EXIT 4",Commerce City,CO,3.45566666
Alta Convenience Store #6317,"I-70, EXIT 19",Fruita,CO,3.399
Mobil,"FL TURNPIKE,  EXIT 244",Kissimmee,FL,3.449
QUIKTRIP #757,"I-79/SR-401, EXIT 306 & SR-140",Adairsville,GA,2.88733333
QUICK FUEL #2204,"I-285, EXIT 58/SR-407 & I-75, EXIT 237/SR-401",Atlanta,GA,3.27566666
CIRCLE K #2723653,"I-75, EXIT 124",Cartersville,GA,3.224
KWIK SERV #17,"I-75, EXIT 136",Chatsworth,GA,3.499
SUNOCO,"I-95, EXIT 19",Savannah,GA,3.63233333
QUIKTRIP #737,"I-85, EXIT 137",Jefferson,GA,3.119
GAS2GO,"I-95, EXIT 6",Kingsland,GA,3.109
OGMULGEE CHEVRON #419,"I-16, EXIT 6",Macon,GA,3.399
PILOT TRAVEL CENTER #4562,"I-95, EXIT 1",Kingsland,GA,3.57233333
PILOT #4562,"I-95, EXIT 1",Kingsland,GA,3.559
CIRCLE M #12,US-23/SR-365 & SR-52,Lula                                    ,GA,3.539
HIGHWAY 80 CHEVRON,"I-185, EXIT 7",Midland                                 ,GA,3.399
THOMASVILLE TRAVEL CENTER,US-84 & SR-3,Thomasville,GA,3.18066666
PILOT #4561,"I-75, EXIT 11",Valdosta,GA,3.359
PILOT TRAVEL CENTER #4561,"I-75, EXIT 11",Valdosta,GA,3.28566666
LOVES TRAVEL STOP #371,"I-95, EXIT 190",Dillon,SC,3.33066666
CUBBYS #305,"I-29, EXIT 10 & SR-2",Percival,IA,3.694
CUBBYS #301,US-34 & SR-48,Red Oak,IA,3.399
Discount Zone,"I-10, EXIT CLEARVIEW",New Orleans,LA,3.279
MINIT MART #600644,"I-80, EXIT 134",Joliet,IL,3.599
ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,3.539
ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,3.439
ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,3.479
SUNMART FOOD STORE,SR-37,Bloomington,IN,3.499
SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,3.499
SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,3.599
BUTLER ONE STOP,"I-69, EXIT 329",Butler                                  ,IN,3.519
7-ELEVEN #40505,"I-80, EXIT 90",Elkhart,IN,4.11566666
LOVES TRAVEL STOPS #242,"I-35 & FISHER RD, EXIT 144",Von Ormy,TX,3.249
LOVES TRAVEL STOP #242,"I-35 & FISHER RD, EXIT 144",Von Ormy,TX,3.167
GOOD TO GO #11,"I-65, EXIT 158",Frankfort,IN,3.549
PHILS ONE STOP,"I-69, EXIT 309B",Fort Wayne                              ,IN,3.67566666
7-ELEVEN #40506,"I-80/I-90, MM 125 WB",Howe,IN,3.899
CAREFREE FOOD MART,"I-64, EXIT 92",Leavenworth                             ,IN,3.499
Gallops,"I-80, EXIT 107",Middlebury,IN,3.549
Jaks Oil,US-90,Broussard,LA,3.049
Petes #47,US-400/SR-47,Fredonia                                ,KS,3.299
TREX MART #4,"I-229/US-59, EXIT 4B & US-36",Wathena                                 ,KS,2.999
SANDRAS QUICK STOP,US-169 & US-59,Garnett,KS,3.319
U STOP #38,I-70 EXIT 298,Junction City,KS,3.35566666
LEON GROCERY,US-400,Leon                                    ,KS,3.399
PETES #53,US-400 & SR-99 & CR-939,Severy                                  ,KS,3.249
SPEEDWAY #9567,"I-65, EXIT 105",Lebanon Junction,KY,3.16566666
HUCKS Food & Fuel #305,SR-9001 & WKY PKWY SERVICE AREA,Beaver Dam,KY,3.599
HUCKS Food & Fuel #305 dba Pilot Dealer #1288,SR-9001 & WKY PKWY SERVICE AREA,Beaver Dam,KY,3.629
SHELL,US-231 & SR-1468,Morgantown,KY,3.799
LEEBOS # 9,"I-49, EXIT 90",Alexandria,LA,3.21566666
CM AMITE,SR-16,Amite,LA,3.399
DELCAMBRE FUEL DEPOT,SR-14 & SR-89,Delcambre,LA,2.999
SUNSHINE SUPER STOP TRUCKS,"I-10, EXIT 182",Convent,LA,3.399
STATE OIL,SR-23,Belle Chasse,LA,3.43233333
BOONES CHEVRON,SR-317,Franklin                                ,LA,3.899
CM PROSPECT STATION,SR-3087 & SR-660,Houma,LA,3.599
PILOT #1051,"I-10, EXIT 43 & SR-383",Iowa,LA,3.599
LA PLACE TRAVEL CENTER,"I-10, EXIT 209 & I-55, EXIT 1",La Place,LA,3.259
COUNTRY AUTO TRUCK STOP,"I-49, EXIT 177 & SR-509",Mansfield,LA,3.259
DISCOUNT ZONE,"I-510, EXIT 240",New Orleans                             ,LA,3.149
SILVERS TRAVEL PLAZA - Port Allen,US-190/SR-1,Port Allen,LA,3.33233333
LUCKY LOUIES TRUCK STOP,US-190,Port Allen,LA,3.06566666
Pilot #1439,"I-10, Exit 151",Port Allen,LA,3.21566666
Cash Magic CITGO LAROSE,SR-308,Larose,LA,3.399
WESTWOOD TRUCK PLAZA,US-90 BUS,Marrero,LA,3.279
DELTA TOWN TRUCK STOP,"I-10, EXIT 4",Vinton                                  ,LA,2.799
CM SPRINGHILL,"I-20, EXIT 44",Springhill,LA,3.399
CM VIVIAN,SR-1 & SR-2,Vivian,LA,3.26566666
XTRA MART #10098,SR-146A,Uxbridge,MA,3.649
Mobil,US-20 & SR-56,North Oxford,MA,3.58233333
301 BP,US-301/SR-5,Brandywine,MD,3.259
EZ MART #110,US-127 & US-127 BUS/SR-46,Alma,MI,3.649
SPEEDWAY #8797,SR-13,Lennon,MI,3.379
BIG DADDYS TRUCKSTOP,US-223 & US-23,Ottawa Lake,MI,3.499
RPF OIL #92 PARMA TRAVEL CENTER,"I-94, EXIT 128",Parma,MI,3.499
MADCO TRUCK PLAZA,"I-94, EXIT 200",Romulus                                 ,MI,3.399
MADCO TRUCK PLAZA,"I-94, EXIT 200",Romulus                                 ,MI,3.539
MADCO TRUCK PLAZA,"I-94, EXIT 200",Romulus                                 ,MI,3.499
SAHARA PETRO,"I-696, EXIT 22",Warren                                  ,MI,3.699
SAHARA PETRO,"I-696, EXIT 22",Warren                                  ,MI,3.799
Circle K 2746398,US-10 & SR-27,Little Falls,MN,3.399
ONE9 #4555,"I-20/I-59, EXIT 77",Cottondale,AL,2.93233333
KWIK TRIP #937,US-12,Willmar,MN,3.34066666
BLUE LINE TRAVEL CENTER,"I-90, EXIT 45",Worthington                             ,MN,3.16566666
D DIAMOND TRAVEL PLAZA,"I-44, EXIT 82",Fair Grove                              ,MO,3.13233333
RAPID ROBERTS #122,SR-43,Joplin                                  ,MO,2.899
RAPID ROBERTS #123,"I-44, EXIT 80",Springfield                             ,MO,2.899
GRAND LEDGE,"I-96, EXIT 86",Grand Ledge,MI,3.789
HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,3.219
HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,3.139
HOLIDAY STATIONSTORE #2746185,US-2,Wakefield,MI,3.479
FLYING J TRAVEL PLAZA #691,"I-40, EXIT 333",Tucumcari                               ,NM,3.899
Shell,"I-94 & I-75, EXIT 171",Saint Cloud,MN,3.36233333
CASEYS #3471,US-2 & CR-87,Cohasset,MN,3.449
45 TRUCKSTOP,US-45,Corinth,MS,3.089
4 MILE TRUCKSTOP,US-98 & HOLT RD,Lucedale,MS,3.399
SPEEDWAY #6972,US-70,Durham,NC,3.799
SPEEDWAY #8228,"I-85, EXIT 191 & SR-56",Creedmoor,NC,3.999
SPEEDWAY #6985,"I-40, EXIT 312 & SR-42",Garner,NC,3.499
FILL GOOD BP #15,US-74,Monroe,NC,3.399
NORTH LONDONDERRY SUNOCO,"I-93, EXIT 5",Londonderry,NH,3.939
LUCKY 7,"I-95, EXIT 61",Wade,NC,2.999
CIRCLE K #2723130,"I-40, EXIT 364",Warsaw,NC,2.87566666
CUBBYS #108,"I-80, EXIT 420 & SR-63",Greenwood,NE,3.399
SAPP BROS TRAVEL CENTER,"I-80, EXIT 405",Lincoln,NE,3.36566666
SUNOCO- JOYCE KILMER PLAZA #7012,"NJTP,EXIT 8A",East Brunswick,NJ,3.899
SUNOCO- VINCE LOMBARDI SERVICE AREA #7017,"NJ TURNPIKE, EXIT 18",Ridgefield,NJ,3.899
SUNOCO- THOMAS EDISON PLAZA #7013,"NJTP, EXIT 11",Woodbridge,NJ,3.899
SPEEDWAY #9117,"I-25, EXIT 339",Las Vegas,NM,3.18566666
CIRCLE K #2708931,"I-10, EXIT 155",Tucumcari,NM,3.259
DANDY MINI MART #14,"I-86, EXIT 62",Nichols,NY,3.439
POCO SHOP #2,"I-95, EXIT 31",Saint Pauls                             ,NC,3.799
SUNOCO WOODROW WILSON PLAZA #7010,"NJTP, EXIT 7",Trenton,NJ,3.899
FUEL 1,"I-287, EXIT 4",South Plainfield,NJ,4.799
PILOT #490/WESTERN PETROLEUM,US-180,Carlsbad                                ,NM,3.729
STRIPES 7FLEET #42588,US-380 & SR-206,Tatum,NM,3.66233333
DANDY MINI MART #31,SR-13 & SR-224,Cayuta,NY,4.399
PILOT TRAVEL CENTERS #494,"I-88, EXIT 25",Schenectady,NY,3.999
BELL STORES #49,"I-76E, EXIT 25B",Akron,OH,3.499
7-ELEVEN #40295,"I-80, EXIT 170",Broadview Heights,OH,3.52733333
7-ELEVEN #40296,SR-176,Broadview Heights,OH,3.53233333
GO MART FOOD STORE #116,US-50 & SR-7,Coolville                               ,OH,3.35733333
SPEEDWAY #9385,"I-70, EXIT 129",Hebron,OH,3.369
Certified Oil #400423,I-70 EXIT 126,Hebron,OH,3.39566666
7-ELEVEN #40293,"OHIO TURNPIKE EB MILEPOST 139/I-80, EXIT 139",Amherst,OH,3.53233333
74 FUEL STOP,"I-74, EXIT 3",Harrison,OH,3.859
PENNZMART FUEL EXPRESS,ST 100,Tiffin                                  ,OH,3.4315
KFC TRAVELMART,SR-199,Upper Sandusky,OH,3.249
Caseys #4519,US-62,Altus,OK,3.00566666
CHOCTAW NATION DURANT WEST #632,US-69/US-75,Calera,OK,3.089
CHEROKEE TRAVEL PLAZA,"I-40, EXIT 325",Roland,OK,3.799
Phillips 66,US-75/SR-56,Okmulgee                                ,OK,2.989
CASEYS #4594,US-81 & US-70,Waurika,OK,3.07733333
ASAP GENERAL STORE #101,"I-40, EXIT 84 & US-54",Weatherford,OK,3.13233333
PENN JERSEY DIESEL & TRAILER,"I-95, EXIT 37",Bensalem,PA,4.199
RUTTERS #53,"I-83, EXIT 32 & SR-382",Etters,PA,3.999
7-ELEVEN #40279,I-276 & US-202 (KING OF PRUSSIA SERVICE PLAZA WB),King Of Prussia,PA,3.884
ONVO TRAVEL PLAZA - HICKORY RUN,"I-80, EXIT 274",White Haven,PA,3.58566666
PILOT #4566,"I-85, EXIT 106",Blacksburg,SC,3.429
CIRCLE K #2703099,"I-20, EXIT 33",Batesburg,SC,3.08566666
PILOT #4581,"I-20, EXIT 116",Bishopville,SC,3.43233333
HOT SPOT #6004,"I-26, EXIT 28",Enoree,SC,3.099
CORNER MART #354,"I-26, EXIT 72",Newberry                                ,SC,3.299
CIRCLE K #2720881,US-17 & SR-165,Ravenel,SC,3.439
CIRCLE K #2723416,"I-26, EXIT 28",Roebuck,SC,3.08233333
HILLVIEW TRUCK STOP,"I-20, EXIT 39",Leesville                               ,SC,3.059
CIRCLE K #2723876,US-17 & SR-64,Round O,SC,3.37233333
CIRCLE K #2723272,"I-26, EXIT 119",West Columbia,SC,3.54566666
Palmetto Roads #308,"I-95, EXIT 77                 ",Saint George                            ,SC,3.009
CUBBYS #403,"I-29, EXIT 79",Sioux Falls                             ,SD,3.06566666
JAKES CORNER,US-81 & SR-34,Winfred                                 ,SD,3.049
LOVES TRAVEL STOPS #345,I-90/I-94 EXIT 48 ,Tomah,WI,3.289
LOVES TRAVEL STOP #345,I-90/I-94 EXIT 48 ,Tomah,WI,3.309
GRAVES TRUCK STOP,"I-20, EXIT 59",Carthage,TX,2.999
Allsup's Marketplace #2411,US-67,Hawley,TX,2.889
PILOT TRAVEL CENTERS #256,"US-58 & US-29, SE QUAD",Danville,VA,4.009
STRIPES #40811,"I-37, EXIT 55",George West,TX,3.01566666
CHEVRON #383461,"I-10, EXIT 259",Fort Stockton,TX,3.029
CEFCO #34,US-281 & SR-38,Hamilton,TX,3.029
CIRCLE K #2706983,"I-37, EXIT 36 & SR-359",Mathis,TX,3.019
CEFCO #2001,US-287 & FM-369,Iowa Park,TX,2.864
KOSSE COUNTRY STORE,SR-7 & SR-14,Kosse                                   ,TX,3.11566666
TXB #71 DBA KWIK CHEK FOOD STORES,"I-20, EXIT 136",Midland                                 ,TX,3.079
TEX-BEST #505,"I-35, EXIT 183",New Braunfels,TX,2.80566666
LOVES TRAVEL STOPS #247,US-287 & SR-256,Memphis,TX,3.789
LOVES TRAVEL STOP #247,US-287 & SR-256,Memphis,TX,3.789
Main Street Market,SR-84 & FM-73,Prairie Hill,TX,2.899
CIRCLE K #2741527,US-281,Premont,TX,2.999
QUIKTRIP #4058,"I-37, EXIT 125 & SR-1604",San Antonio,TX,2.96566666
LONE STAR TRAVEL CENTER,"I-35, EXIT 147",San Antonio                             ,TX,3.059
Valero,US-59 & AT ST-87,Timpson                                 ,TX,3.059
TXB #17 DBA KWIK CHEK FOOD STORES,SR-121,Trenton,TX,3.299
Chevron,"I-10, EXIT 858",Vidor,TX,2.749
PILOT #568,"I-35, EXIT 140",Von Ormy,TX,3.21066666
GOLDEN SPIKE TRAVEL PLAZA,"I-15, EXIT 382",Tremonton,UT,3.599
RJS  FUEL STOP,"I-15, EXIT 40",Tremonton,UT,3.459
SPEEDWAY #4632,US-360/US-58 & SR-1224,Danville,VA,4.059
MS 58 PLAZA,"I-95, EXIT 11",Emporia                                 ,VA,3.18233333
PILOT TRAVEL CENTER #4622,US-58,South Boston,VA,4.009
MILLER MART #55,US-460 & US-58/US-13,Suffolk,VA,3.09233333
PILOT TRUCK STOP #583,"I-5, EXIT 262",Ferndale,WA,4.599
PILOT TRUCK STOP #583,"I-5, EXIT 262",Ferndale,WA,4.559
KWIK TRIP #413,SR-93 & SR-95,Arcadia,WI,3.31566666
SPEEDWAY #4293,"I-90 & I-43, EXIT 185A",Beloit,WI,3.799
KWIK TRIP #621,"SR-29/SR-55, EXIT 234 & SR-47/SR-117",Bonduel,WI,3.45733333
ROYAL FARMS #79,ST 13,New Church                              ,VA,3.339
SPEEDWAY #4648,SR-254,Waynesboro,VA,3.959
KWIK TRIP #202,"I-39/US-51, EXIT 151 & SR-54",Plover,WI,3.26566666
SIGNAL FOOD STORE #108,US-60,Mountain View,MO,3.03233333
PILOT #1063,"I-40, EXIT 81",Marion,NC,3.759
PILOT TRAVEL CENTERS #141,"I-80, EXIT 6",Evanston,WY,3.699
YESWAY #1148,"US-30, EXIT 186",Marshalltown,IA,3.24566666
TA Garden City,US-83 & US-400,Garden City,KS,3.73066666
LOVES TRAVEL STOP #282,"I-44, EXIT 4 & SR-43",Joplin,MO,3.39733333
LOVES TRAVEL STOP #208,"I-55, EXIT 119 & SR-22",Canton,MS,3.489
LOVES TRAVEL STOP #206,"I-10, EXIT 44 & SR-59",Loxley,AL,3.339
PILOT TRAVEL CENTERS #433,"I-20, EXIT 470",Dallas,TX,3.18233333
GREENWAY STORE #614,"I-85/SR-403, EXIT 61 & SR-74",Fairburn                                ,GA,3.199
PILOT TRAVEL CENTERS #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,3.299
PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,3.499
PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,3.349
PILOT TRAVEL CENTER #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,3.299
PILOT TRAVEL CENTERS #165,"I-57 & I-70, EXIT 162",Effingham                               ,IL,3.499
PILOT TRAVEL CENTERS #274,"I-10, EXIT 109",Breaux Bridge                           ,LA,3.14233333
QUICK FUEL #2201,"I-85, EXIT 36",Atlanta,GA,3.35233333
QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,3.849
QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,3.829
QUICK FUEL #1803,I-80/I-294 & SR-1,South Holland,IL,3.889
QUICK FUEL #2103,"I-70, EXIT 89",Indianapolis,IN,3.309
QUICK FUEL #2801,"I-435, EXIT 1-A AT MILE 1",Lenexa,KS,3.369
QUICK FUEL #1704,I-75 EXIT 42 AT MILE 42,Lincoln Park,MI,3.669
QUICK FUEL #1704,I-75 EXIT 42 AT MILE 42,Lincoln Park,MI,3.619
QUICK FUEL #1702,"I-96, EXIT 173",Livonia,MI,3.799
QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,3.519
QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,3.549
QUICK FUEL #1703,"I-94, EXIT 199-A",Romulus,MI,3.569
QUICK FUEL #1705,SR-53,Warren,MI,3.849
QUICK FUEL #1705,SR-53,Warren,MI,3.749
QUICK FUEL #1705,SR-53,Warren,MI,3.789
QUICK FUEL #2401,"I-71, EXIT 234",Bridgeton,MO,3.094
QUICK FUEL #2402,"I-435, EXIT 57",Kansas City,MO,3.29233333
QUICK FUEL #2602,"I-85, EXIT 40",Charlotte,NC,3.39566666
QUICK FUEL #2305,"I-270, EXIT 10",Columbus,OH,3.63066666
QUICK FUEL #2304,"I-75, EXIT 210",Toledo,OH,3.60066666
QUICK FUEL #1150,US-51 & SR-30,Madison,WI,3.57566666
QUICK FUEL #1002,"I-94, EXIT 319",Milwaukee,WI,3.74066666
QUICK FUEL #1010,SR-100,Milwaukee,WI,3.779
QUICK FUEL #1001,"I-94, EXIT 301",New Berlin,WI,3.499
PILOT TRAVEL CENTERS #435,"I-10, EXIT 0",Anthony                                 ,TX,3.459
KWIK TRIP #696,"I-94, EXIT 19 & US-63",Baldwin,WI,3.574
BLUE RIDGE TRAVEL PLAZA,"I-81 SOUTHBOUND, EXIT 155",Mountain Top,PA,3.649
LOVES TRAVEL STOP #222,"I-70/US-35, EXIT 149B & US/35/SR-38",Richmond,IN,3.949
CHOCTAW TRAVEL PLAZA #635,US-259/SR-3,Broken Bow,OK,2.999
SKY CITY TRAVEL CENTER,"I-40, EXIT 102 NORTH",Pueblo Of Acoma,NM,3.28066666
FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,4.6295456
FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,4.62238967
FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,4.63022827
FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,4.61898985
FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,4.62000927
FLYING J TRAVEL PLAZA #790,"ST 401, EXIT 579",Napanee                                 ,ON,4.62102914
PILOT TRAVEL CENTERS #3,"I-80, EXIT 223",Youngstown,OH,3.45233333
PILOT TRAVEL CENTERS #53,"I-40, EXIT 143",Hurricane Mills,TN,3.17566666
PILOT TRAVEL CENTERS #50,"I-71, EXIT 28",Pendleton,KY,3.759
Raceway #7007,SR-74 & SR-180,Shelby                                  ,NC,3.249
PILOT TRAVEL CENTERS #436,"I-40, EXIT 75",Amarillo,TX,3.26566666
PILOT TRAVEL CENTERS #420,"I-20, EXIT 114",Madison,GA,3.859
PILOT TRAVEL CENTER #420,"I-20, EXIT 114",Madison,GA,3.859
PILOT #4560,"I-75, EXIT 201",Jackson,GA,3.37566666
PILOT TRAVEL CENTER #4560,"I-75, EXIT 201",Jackson,GA,3.39566666
SHELL,US-287/US-81 & CR-718,Haslet,TX,2.89066666
CIRCLE K #4707045,"I-95, EXIT 32",Biddeford,ME,3.95733333
FLYING J TRAVEL PLAZA #628,"I-85, EXIT 160",Carnesville,GA,3.20566666
FLYING J TRAVEL PLAZA #640,"I-84, EXIT 173",Jerome,ID,3.90233333
FLYING J TRAVEL PLAZA #739,"I-35, EXIT 330B",Waco,TX,3.22066666
PILOT TRAVEL CENTER #445,"I-94, EXIT 22 & US-20",Chesterton,IN,3.829
PILOT TRAVEL CENTERS #445,"I-94, EXIT 22 & US-20",Chesterton,IN,3.799
HOBO PANTRY #24,US-231 & SR-10,Brundidge                               ,AL,3.599
GRUB MART #13,"I-59, EXIT 205 & US-411/SR-25/SR-68",Centre,AL,3.349
FACKLER TEXACO TRUCK STOP,US-72 & CR-42,Fackler,AL,3.199
MR FUEL #1203,"I-20, EXIT 129",Meridian,MS,2.81233333
LOVES TRAVEL STOP #624,"I-65, EXIT 8B",Mobile,AL,3.20566666
PETRO STOPPING CENTER #331,"I-15, EXIT 54",Las Vegas,NV,3.734
CIRCLE K #2723730,US-43/SR-13/SR-69,Northport,AL,3.399
MARATHON,US-431/SR-1,Phenix City,AL,3.249
SNEAD SHELL,US-278 & SR-75,Altoona                                 ,AL,3.109
LOVES TRAVEL STOP #368,"I-65, EXIT 208 & CR-28",Clanton,AL,3.33733333
PILOT TRAVEL CENTERS #425,"I-10, EXIT 192",Midway,FL,3.799
PILOT TRAVEL CENTER #425,"I-10, EXIT 192",Midway,FL,3.799
PONY EXPRESS TRAVEL PLAZA #6,"US-167/US-67, EXIT16 & SR-5",Cabot,AR,3.499
Caseys #4552,"I-40, EXIT 57",Clarksville,AR,3.244
KINGS RIVER COUNTRY STORE,US-412,Huntsville,AR,3.26566666
SHELL,"I-55, EXIT 48",Osceola,AR,2.999
HOOKS,I-16 EXIT 16,East Dublin,GA,3.399
QUICK FUEL #2203,"I-20, EXIT 14",Atlanta,GA,3.319
QUICK FUEL #2101,I-465,Indianapolis,IN,3.869
Fast Stop,"I-10, EXIT 177",Saint Gabriel                           ,LA,3.699
ONE9 #7937,"I-85/I-40, EXIT 132",Mc Leansville,NC,3.399
QUICK FUEL #2601,SR-27,Charlotte,NC,3.51233333
QUICK FUEL #1005,SR-59 & SR-164,Waukesha,WI,3.623
QUICK FUEL #1011,"I-94, EXIT 100",Milwaukee,WI,3.52066666
CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,3.699
CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,3.659
CIRCLE K #4701424,"I-74, EXIT 102",Morton,IL,3.599
FLYING J TRAVEL PLAZA #756,"I-94, EXIT 116 & CR-A",Black River Falls,WI,3.38233333
FLYING J TRAVEL PLAZA #655,"I-70, EXIT 123 & SR-3",Spiceland,IN,3.959
WESTVILLE TRUCKSTOP,US-6/US-421,Westville                               ,IN,3.58566666
ZANCO SHELL,"I-395, EXIT 87",Plainfield                              ,CT,4.399
Petro Mart #45,"I-70/US-40, EXIT 148 & US-54",Kingdom City,MO,2.939
PILOT TRAVEL CENTERS #460,"I-40, EXIT 140",Oklahoma City,OK,3.309
MOUNT VERNON FUEL CENTER,"I-75, EXIT 59 & US-25",Mount Vernon,KY,2.999
AINSWORTH FOUR CORNERS,US-218/SR-27 & SR-92,Ainsworth,IA,3.109
PILOT TRAVEL CENTER #118,I-30 EXIT 121,Benton,AR,3.259
PILOT TRAVEL CENTERS #118,I-30 EXIT 121,Benton,AR,3.199
PILOT TRAVEL CENTER #458,"I-10, EXIT 208",Eloy,AZ,3.439
PILOT TRAVEL CENTERS #458,"I-10, EXIT 208",Eloy,AZ,3.479
FLYING J TRAVEL PLAZA #705,"I-40, EXIT 20 & US-283",Sayre,OK,3.18233333
QUIKTRIP #777,"I-20, EXIT 49",Atlanta,GA,2.97233333
MR FUEL #721,"I-465, EXIT 4 & SR 37",Indianapolis,IN,3.319
PILOT TRAVEL CENTERS #421,"I-75, EXIT 326",Dalton,GA,3.30566666
PILOT TRAVEL CENTER #421,"I-75, EXIT 326",Dalton,GA,3.28566666
FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,3.96039416
FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,4.45193778
FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,3.9516535
FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,3.95368953
FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,4.45390331
FLYING J TRAVEL PLAZA #789,HWY 401,London,ON,4.46211176
FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,4.95418716
FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,4.95528079
FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,4.95673973
FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,4.96514532
FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,4.96441327
FLYING J TRAVEL PLAZA #846,HWY 9 & HWY 36,Hanna                                   ,AB,4.953094
CIRCLE K #2721571,"I-65, EXIT 69",Brewton,AL,3.399
SUNSTOP #650,US-431 & SR-210,Dothan,AL,3.41233333
GOOD TO GO,"I-65, EXIT 200",Enterprise                              ,AL,3.599
CIRCLE K #2709067,US-31/SR-6,Prattville,AL,3.499
CUZZS,US-43/SR-13,Thomasville,AL,3.53233333
CIRCLE K #2706697,"I-85, EXIT 77",Valley,AL,3.399
FLASH MARKET #17049,"I-40/US-63, EXIT 216 & US-49/SR-17",Brinkley,AR,3.179
CASHS #4470,US-65,Dumas,AR,3.209
TOBOS TRAVEL CENTER,"I-540, EXIT 58",Fayetteville                            ,AR,3.349
PILOT TRAVEL CENTERS #44,"I-70, EXIT 101",Boonville,MO,3.519
CORNER MARKET #62,SR-13/SR-789 & SR-64,Meeker,CO,3.729
CENEX,"I-76, EXIT 125",Sterling,CO,3.41566666
Sun Gas,US-301,Middletown,DE,2.999
SHORE STOP #287,US-13,New Castle,DE,3.289
SHORE STOP #287,US-13,New Castle,DE,3.309
4 POINTS MARKET,US-441/SR-7 & SR-804,Boynton Beach,FL,3.229
SUNSTOP #347,US-27,Branford,FL,3.699
SPEEDWAY #6530,US-50,Brooksville,FL,3.38233333
KROME EXXON,SR-997 & SR-994,Miami,FL,3.399
CIRCLE K #2721297,US-301,Middleburg,FL,3.399
QUICK FUEL #5101,"I-4, EXIT 79",Orlando,FL,3.36233333
RIVIERA TRUCKSTOP,SR-710,West Palm Beach,FL,3.779
MARATHON,"I-4, EXIT 3",Tampa,FL,3.42233333
SPEEDLANE,US-301 &SR-574,Tampa,FL,3.449
SUNSTOP #819,US-19,Americus,GA,3.699
BUENA VISTA GAS N GO,SR-26 & SR-41,Buena Vista,GA,3.299
CIRCLE K #4174,"I-285/SR-407, EXIT 53 & US-23/SR-42",Conley,GA,3.999
Mr Pips,US-84/SR-38,Donalsonville,GA,3.199
